Immune cells	Malignant cells	Others
KRBA1	0.02351	0.08823	0.01204
KRBA2	0.02928	0.14453	0.15284
KRBOX1	0.00904	0.09849	0.04339
KRBOX4	0.12197	0.29836	0.15015
KRCC1	0.22016	0.29644	0.3545
KREMEN1	0.05625	0.09354	0.06786
KREMEN2	3e-05	0.00247	0.00027
KRI1	0.08764	0.18917	0.08966
KRIT1	0.10719	0.28168	0.17593
KRR1	0.2069	0.32851	0.19309
KRT10	0.04701	0.14056	0.06669
KRT12	0.00029	0.00071	0
KRT13	3e-05	4e-04	0.00208
KRT14	0.00277	4e-04	0
KRT15	0	0.00022	0
KRT16	0.001	0.00069	0
KRT16P1	6e-05	0.00049	0
KRT16P2	0.00055	0.00047	0
KRT16P3	7e-05	0.00034	0
KRT17	0.00747	0.00273	0
KRT18	0.0256	0.0392	0.01123
KRT18P55	0.00275	0.00715	0.00221
KRT19	0.00848	0.00247	0
KRT19P2	0.05028	0.00767	0
KRT20	0	0.00099	0
KRT222	0	0.00442	0
KRT23	0.00092	0.00166	0.00032
KRT26	2e-05	0.00012	0
KRT31	0.00038	3e-04	0
KRT32	0	0.00059	0
KRT39	6e-05	0.00042	0
KRT40	1e-04	0.00141	0.00047
KRT42P	0.00731	0.00593	0.00489
KRT5	0.00013	0.01014	0
KRT6A	0.00162	0.00044	0.00024
KRT6B	0	0.00014	0
KRT7	2e-05	0.00388	0.00017
KRT75	9e-05	0.00309	0
KRT79	0	0.00027	0
KRT8	0.05367	0.06559	0.0756
KRT80	0.00016	0.00158	0.00033
KRT81	0.00069	7e-04	0.0021
KRT83	0.00042	0.0025	0.01126
KRT85	0.00048	0.00011	0
KRT86	0.00882	0.00172	5e-05
KRT8P41	0.00332	0.00521	0.00573
KRTAP1-5	0.00162	0.00141	0
KRTAP11-1	0.007	0.00047	0
KRTAP16-1	0.00153	0.00078	0
KRTAP21-1	0.00019	0.00221	0
KRTAP3-1	0.00047	0.00035	0
KRTAP4-11	5e-05	0.00065	0
KRTAP4-12	0.00051	0.00066	0
KRTAP4-6	0.00014	0.00021	0
KRTAP5-1	0.00019	0.00092	0
KRTAP5-10	0.00053	0.00069	0
KRTAP5-11	0.00023	0.00016	0
KRTAP5-2	0.00031	0.00183	0
KRTAP5-3	0	0.00012	0
KRTAP5-4	0	0.00016	0
KRTAP5-7	0.00081	0.00172	0.00163
KRTAP5-8	0.002	0.00295	0
KRTAP5-9	0.001	0.0035	0
KRTCAP2	0.65023	0.80231	0.82578
KRTCAP3	0.002	0.00464	0
KSR1	0.01226	0.03232	0.0329
KSR2	0.00015	0.0036	0.00089
KTI12	0.07451	0.14737	0.07703
KTN1	0.28039	0.29138	0.44536
KTN1-AS1	0.00318	0.00923	0.01245
KXD1	0.3465	0.55903	0.52132
KY	0.00034	0.00962	0
KYNU	0.42447	0.00055	0
L1CAM	0.00017	0.05393	0.00417
L1TD1	0.06389	0.07676	0.06031
L2HGDH	0.32744	0.4841	0.397
L3HYPDH	0.11554	0.25739	0.22178
L3MBTL1	0.01936	0.07595	0.06082
L3MBTL2	0.09402	0.16047	0.11153
L3MBTL3	0.01809	0.02027	0.00678
L3MBTL4	0.05011	0.05525	0.14704
LACC1	0.1015	0.0171	0.44399
AFG1L	0.02059	0.04359	0.0367
LACTB	0.12752	0.0454	0.03708
LACTB2	0.14613	0.16233	0.26783
LAG3	0.011	0.00941	0.00112
LAGE3	0.04591	0.11303	0.06254
LAIR1	1.24845	0.09301	0.07343
LAIR2	0.00985	1e-04	0
LALBA	2e-04	0.00086	0
LAMA1	1e-05	0.02023	0
LAMA2	0.0044	0.05885	0.03837
LAMA3	9e-05	0.00578	0.00016
LAMA4	0.00207	0.17272	0.015
LAMA5	0.00173	0.15454	0.00207
LAMB1	0.00246	0.11322	0.00119
LAMB2	0.07245	0.32501	0.02782
LAMB3	0.00707	0.02074	0.00221
LAMB4	0	0.01026	0
LAMC1	0.00278	0.0963	0.00335
LAMC2	0.00307	0.008	0.00253
LAMC3	0.00063	0.00149	0.01338
LAMP1	0.0617	0.05338	0.12623
LAMP2	0.82909	0.73187	2.60426
LAMP3	0.00866	0.01137	0.00938
LAMP5	0.00185	0.08145	0
LAMTOR1	0.73437	0.78378	1.06037
LAMTOR2	0.3842	0.45299	0.23316
LAMTOR3	0.19141	0.3351	0.14649
LAMTOR4	0.92336	1.09638	1.18458
LAMTOR5	0.55399	1.00327	0.9822
LANCL1	0.06191	0.33306	1.71391
LANCL2	0.02534	0.32011	0.07211
LANCL3	0.00179	0.0078	0
LAP3	0.83936	0.64633	1.06998
LAPTM4A	1.31189	1.18099	0.46416
LAPTM4B	0.01843	0.53914	0.17412
LAPTM5	3.27286	0.00911	0.01709
LARGE1	0.00866	0.05179	0.04045
LARP1	0.12097	0.22732	0.26531
LARP1B	0.05734	0.16093	0.08103
LARP4	0.18414	0.33898	0.2123
LARP4B	0.21	0.1426	0.15165
LARP6	0.00281	0.07949	1.14014
LARP7	0.2199	0.26463	0.22445
LARS	0.2123	0.54351	0.29882
LARS2	0.07026	0.14959	0.05186
LARS2-AS1	0.03205	0.0526	0.03682
LAS1L	0.14844	0.31594	0.20292
LASP1	0.44126	0.33402	0.03854
LAT	0.11032	0.0167	0.01979
LAT2	1.07105	0.02417	0.00204
LATS1	0.25883	0.37894	0.27576
LATS2	0.01733	0.01703	0.02233
LAX1	0.03012	0.00769	0.00827
LAYN	0.00364	0.02937	0.45752
LBH	0.08847	0.25246	0.00134
LBP	0.00072	0.00042	0
LBR	0.37001	0.41561	0.20973
LBX1	2e-05	0.00128	0
LBX2	0.00245	0.00336	0
LBX2-AS1	0.01332	0.00724	0
LCA5	0.00361	0.04531	0.06672
LCA5L	0.00351	0.01548	0.00763
LCAT	0.03019	0.14362	0.05131
LCE1D	0	0.00064	0
LCE1E	0	0.00142	0
LCK	0.16886	0.00049	0
LCLAT1	0.04805	0.17686	0.03344
LCMT1	0.21257	0.48587	0.50811
LCMT2	0.03761	0.10258	0.03621
LCN10	0	0.00083	0
LCN12	0.00011	0.00032	0.00089
LCN2	0	0.00089	0
LCN9	0	7e-04	0
LCNL1	0	0.00033	0.0112
LCOR	0.10809	0.08773	0.14041
LCORL	0.0906	0.18809	0.12929
LCP1	1.0447	0.00343	0.04652
LCP2	0.48776	0.00117	0.00928
LCT	0.00069	0.00111	0
LCTL	0.00088	0.03	0.00612
LDB1	0.08503	0.08031	0.06193
LDB2	0.00419	0.04994	0.0157
LDB3	0.00375	0.01122	0.54503
LDHA	1.90372	1.80373	0.62347
LDHAL6A	0.00944	0.01317	0.00822
LDHAL6B	0.00856	0.00175	0.00506
LDHB	1.10496	2.62558	2.06419
LDHC	0.00149	0.0022	0.01024
LDHD	0.04295	0.01433	0.09027
LDLR	0.04009	0.11724	0.074
LDLRAD1	0.00304	0.00378	0.00309
LDLRAD2	0.00044	0.0019	0.00124
LDLRAD3	0.04742	0.54387	0.54226
LDLRAD4	0.15379	0.06905	0.30842
LDLRAP1	0.06233	0.01281	0.53893
LDOC1	0.00947	0.22963	0.52891
RTL6	0.03071	0.27193	0.12485
LEAP2	0.13733	0.17763	0.06824
CNMD	0.00117	0.05138	0.15104
LECT2	1e-04	0.00062	0
LEF1	0.01259	0.02899	0
LEF1-AS1	0	0.00571	0
LEFTY1	0.00046	0.01198	0.00717
LEFTY2	5e-05	0.00395	0.00385
LEKR1	0.00715	0.01589	0
LEMD1	0.00032	0.06676	0
LEMD1-AS1	0.02445	0.03338	0.0219
LEMD2	0.0587	0.09273	0.07972
LEMD3	0.05671	0.09982	0.05191
LENEP	0.00014	0.00325	0
LENG1	0.10265	0.15187	0.20903
LENG8	0.16184	0.25691	0.17526
LEO1	0.09022	0.32194	0.22533
LEP	0.00537	0.00763	0.00296
LEPR	0.10456	0.12854	0.08971
P3H1	0.14453	0.1855	0.08628
P3H2	0.08042	0.03766	0.0455
P3H3	0.00048	0.05042	0.00406
P3H4	0.09975	0.31625	0.10034
LEPROT	0.48013	0.38121	0.3436
LEPROTL1	0.41086	0.744	0.462
LETM1	0.08306	0.19211	0.10526
LETM2	0.01443	0.04056	0.01893
LETMD1	0.25605	0.24902	0.25663
LFNG	0.02245	0.06697	0.00473
LGALS1	0.79167	0.75107	0.36308
LGALS12	0.00477	0.00103	0.00089
LGALS14	1e-04	0.00083	0
LGALS17A	0.00062	0.0021	0.00044
LGALS2	0.02415	0.0013	0.00097
LGALS3	0.56226	0.87413	0.1609
LGALS3BP	0.46563	0.77107	2.37059
LGALS4	0.00216	0.00767	0
LGALS7B	0.00017	0.00213	0.00489
LGALS8	0.23997	0.1566	0.14218
LGALS8-AS1	0.00057	0.0063	0.00252
LGALS9	0.83965	0.00922	0.00606
LGALS9B	0.00163	0.00033	0.00017
LGALS9C	0.0054	0.00202	0.00027
LGALSL	0.0034	0.1069	0.0183
LGI1	0.00263	0.04619	0
LGI2	0.00611	0.00727	0
LGI3	0.00012	0.00489	0.39419
LGI4	0.00084	0.03507	0.16506
LGMN	0.94171	0.26909	0.37055
LGR4	0.00781	0.06142	0.02644
LGR5	0.00039	0.06302	0.26054
LGR6	0.00227	0.05527	0
LGSN	0.00648	0.00565	0.00262
LHB	0.00721	0.00255	0.00709
LHCGR	6e-05	0.00076	0
LHFPL6	0.01469	0.62075	0.30248
LHFPL1	0.00086	0.00161	0
LHFPL2	0.52942	0.06552	0.04984
LHFPL3	0.00346	0.71523	0.08256
LHFPL3-AS1	0.00034	0.12132	0.00211
LHFPL4	0.01493	0.0623	0.00662
LHFPL5	0.02932	0.03068	0.01828
LHPP	0.06439	0.05204	0.94497
LHX2	0.00016	0.08952	0.00615
LHX4	0.00237	0.01495	0.01105
LHX5	0	0.00026	0
LHX6	2e-05	0.00149	0.00314
LHX9	0	0.01389	0
LIAS	0.1014	0.14453	0.13815
LIF	0.01621	0.01408	0.00029
LIFR	0.00251	0.11516	0.11619
LIG1	0.07689	0.20849	0.06092
LIG3	0.04802	0.2033	0.10841
LIG4	0.05844	0.09006	0.11127
LILRA1	0.21211	0.00018	0
LILRA2	0.46247	4e-05	0
LILRA4	0.12401	0.00016	0
LILRA5	0.06568	0.00249	0.00113
LILRA6	0.10327	0.0099	0.00434
LILRB1	0.45254	0.00525	0.00291
LILRB2	0.21223	0.00049	0.00022
LILRB3	0.21667	0.06158	0.04349
LILRB4	1.08519	0.00052	0
LILRB5	0.01442	2e-05	0.00039
LILRP2	0.00119	0.00025	7e-05
LIMA1	0.05066	0.91037	0.2287
LIMCH1	0.0041	0.17685	0.89591
LIMD1	0.09766	0.14561	0.0491
LIMD1-AS1	0.02543	0.03353	0.01201
LIMD2	0.17842	0.08957	0.00584
LIME1	0.1084	0.10217	0.02817
LIMK1	0.16521	0.06467	0.00763
LIMK2	0.18593	0.07677	0.06063
LIMS1	0.66682	0.21768	0.10872
LIMS2	0.00083	0.02077	0.01277
LIMS3	0.0895	0.02855	0.01959
LIMS4	0.09023	0.02862	0.01967
LIN28A	0.0157	0.02543	0.01818
LIN28B	4e-04	0.00653	0
LIN37	0.04854	0.10527	0.09079
LIN52	0.07882	0.15915	0.09225
LIN54	0.04893	0.08906	0.1049
LIN7A	0.0063	0.0896	0.00716
LIN7B	0.03149	0.09797	0.08897
LIN7C	0.1406	0.36223	0.19678
LIN9	0.01146	0.08417	0.01774
LINC-ROR	0.00085	0.00337	0.00258
ABHD11-AS1	0	0.00175	0
LINC00051	0.00123	0.00021	0
SMIM10L2A	0.00025	0.0055	0.00116
SMIM10L2B	1e-05	0.00232	0.00283
LINC00092	0.01732	0.03446	0.01639
BRD3OS	0.03796	0.20454	0.07286
LINC00102	0.01239	0.00751	0.00335
LINC00113	0.00127	0.00157	0.00122
LINC00114	0.0038	0.00393	0.00607
LINC00115	0.05613	0.09373	0.08876
MTLN	0.0459	0.06942	0.0533
CYTOR	0.15687	0.15455	0.00188
LINC00158	0.00035	0.00472	0.00099
LINC00161	0	0.00042	0.00506
LINC00163	0	0.00221	0
LINC00167	0.00837	0.01354	0.01695
LINC00173	0.00395	0.04088	0.00132
LINC00174	0.05755	0.0917	0.0541
C20orf204	0.00099	0.0031	0
LINC00184	0.00163	0.00174	0
LINC00189	0.01152	0.01305	0.00764
LINC00200	0.00189	3e-04	0
FAM238B	9e-04	6e-04	6e-05
LINC00222	7e-05	0.00162	0.00031
CCDC196	6e-05	0.00112	0
LINC00240	0.00202	0.01784	0.01586
LINC00242	0.00098	0.00909	0
LINC00261	0.00011	0.00059	1e-04
OLMALINC	0.08434	0.12279	0.65447
FAM238A	0.00558	0.00048	0
LINC00265	0.06752	0.18626	0.08155
LINC00266-1	0.0092	0.02154	0.00917
LINC00271	0.00041	0.01558	0.00373
LINC00273	0.00052	0.00027	0
EWSAT1	0	0.0026	0
LINC00278	0.05436	0.00042	0
LINC00284	0	0.00127	0.00124
LINC00293	0.00011	0.00067	0.00011
LINC00299	0.00283	0.00545	0
LINC00303	0	0.00113	0.00028
LINC00304	0.00076	0.00124	0
LINC00308	0	0.00114	0
LINC00309	0.00204	0.00035	0
LINC00310	0.00587	0.01142	0.00465
LINC00311	0.02966	0.04254	0.02399
LINC00313	0.00035	0.00104	0
LINC00314	0.00138	0.00446	0.00217
LINC00319	6e-04	0.00063	0.00202
LINC00320	0.00038	0.01663	0.86895
LINC00323	0.00015	0.00096	0.12328
LINC00324	0.0574	0.01408	0.01166
LINC00326	0.00104	0.00085	0.00367
LINC00327	0.0272	0.04068	0.02412
LINC00330	0.02113	0.02266	0.01423
LINC00331	0.00175	0.00336	0.00229
LINC00333	0.00019	0.00081	0
LINC00336	0.00065	0.00031	0
SNHG20	0.10871	0.22287	0.10891
LINC00339	0.09535	0.11276	0.07293
LINC00346	0.03281	0.02468	0.01707
LINC00348	0.00074	0.00315	0.00868
LINC00351	1e-04	0.00013	0.00051
LINC00353	0.00019	0.00047	0
LINC00366	0.00126	0.00192	0
LINC00379	0.00113	0.00059	0
LINC00381	0.00637	0.01076	0.00986
LINC00398	0.00276	0.00099	0
LINC00410	0.00656	0.01182	0.00921
LINC00421	0.00248	0.00038	0
LINC00423	0	0.00039	0
LINC00426	0.01354	0.00072	0
RB1-DT	0.00623	0.00757	0.00383
LINC00460	0	0.00236	0
LINC00461	0.00394	0.51469	0.02811
LINC00466	0.00549	0.0099	0.00698
LINC00467	0.01593	0.0672	0.04931
LINC00470	0.00298	0.00302	0.00486
LINC00471	0.01089	0.02453	0.00848
LINC00472	0.00237	0.03948	0.00571
LINC00475	0.00031	0.00264	0
LINC00476	0.05192	0.1133	0.11184
LINC00477	0.0058	0.00374	0.00179
MIR99AHG	0.01466	0.21951	0.03543
LINC00482	0.00095	0.00064	0.00011
ANKRD40CL	0.02399	0.02602	0.01858
LINC00485	0.04893	0.06311	0.05172
LINC00486	0	0.00117	0.02626
LINC00487	0.0032	0.00612	0
LINC00488	0.00252	0.00441	0.00222
SMIM26	0.30259	0.52865	0.48441
LINC00494	0.00058	0.00029	0
LINC00507	0.09497	0.12307	0.08061
LINC00511	0.0014	0.0074	0.00252
LINC00514	0.0319	0.03881	0.02667
LINC00515	0.01147	0.02817	0.02369
LINC00518	0.00052	0.00139	0.00056
LINC00520	0.00138	0.00146	0.00011
CCDC197	0.0019	0.00245	0.00012
LINC00525	0.00152	0.00346	0
LINC00526	0.02623	0.11004	0.09348
LINC00534	0.00081	0.00131	0.00058
LINC00535	0.00034	0.00611	0.00079
LINC00536	0.00013	0.00115	5e-05
LINC00551	0	0.00157	0
LINC00558	0.00049	0.00075	0
LINC00559	0.00398	0.00479	0.00262
LINC00565	0.00269	0.00706	9e-05
FALEC	0.00627	0.01422	0.00898
LINC00570	7e-05	0.00052	0
LINC00571	0.00266	0.00357	0
LINC00574	0.01845	0.04459	0.02918
LINC00575	0.00025	0.00617	0.0018
LINC00578	0.04616	0.01559	0.00849
LINC00582	0	0.0013	0
LINC00588	9e-04	0.00335	0
LINC00589	6e-05	0.00056	0
LINC00598	0.01367	0.0227	0.01699
LINC00599	1e-05	0.08737	0
LINC00601	0.00029	0.00352	0.03079
LINC00605	0.0013	0.00262	0.00134
LINC00606	3e-05	0.00356	0.00617
LINC00607	0.00242	6e-04	0
LINC00609	3e-04	0.02114	0.04359
LINC00612	0.02169	0.02321	0.02761
LINC00615	0.00055	0.00053	0.00124
LINC00616	0.00045	0.00049	0
TUNAR	0.00119	0.00661	0.00047
LINC00620	0.00696	0.01503	0.00544
LINC00622	0.0023	0.00732	0
LINC00629	0.02595	0.04301	0.03621
LINC00630	0.01525	0.06713	0.03021
ETDB	0.00013	0.00218	0
LINC00634	0	0.00874	0.00016
LINC00635	0.00058	0.00054	0
LINC00636	0	0.00119	0.00268
LINC00637	0.0089	0.01235	0.01217
LINC00638	0.00621	0.01469	0.0078
LINC00639	0.00564	0.02011	0.36532
LINC00640	0.00016	0.00305	0
LINC00641	0.12138	0.19581	0.06468
LINC00642	0.00039	0.00103	0
LINC00643	0.00475	0.22917	0.00836
LINC00645	0.00014	0.03217	0
LINC00648	0.00225	0.0161	0.00317
LINC00649	0.11022	0.14708	0.09566
LINC00652	0.00919	0.02442	0.0101
LINC00654	0.01332	0.0407	0.00297
NORAD	0.18687	0.41582	0.3217
LINC00662	0.02956	0.12391	0.06805
LINC00663	0.0313	0.05683	0.03727
LINC00665	0.05955	0.28404	0.12477
LINC00667	0.0908	0.18292	0.144
LINC00668	0.00064	0.002	0.00037
AC016205.1	1e-05	0.03301	2e-04
LINC00670	0.07198	0.11835	0.09465
LINC00671	0.01232	0.01445	0.01099
LINC00672	0.05206	0.08506	0.14438
LINC00674	0.1439	0.27752	0.25076
TMEM238L	0.00114	0.01198	0
LINC00685	0.0956	0.18184	0.24256
LINC00689	0.00134	0.17948	0.00492
LINC00691	0.00306	0.00741	0.00153
LINC00692	0.00023	0.00035	0
LINC00698	2e-05	0.00092	0
LINC00700	0.0112	0.01182	0.00826
LINC00701	2e-05	0.00048	0.00016
MANCR	0.00014	0.00031	0.00051
LINC00707	0.00587	0.01905	0.01093
LINC00837	5e-05	0.00041	0.00109
LINC00838	7e-05	0.00015	0
LINC00839	0.00744	0.09952	0.00724
LINC00840	0.00023	0.00034	0
LINC00847	0.12096	0.12555	0.16451
LINC00852	0.06482	0.04588	0.02385
LINC00853	0.00151	0.00104	0
CCDC200	0.06861	0.01042	0.00227
LINC00856	0.00304	0.00893	0
LINC00857	0.0038	0.00401	0.00246
LINC00858	0.00017	0.00223	0
LINGO1	3e-04	0.05367	0.02491
LINGO2	0.00088	0.0027	0
LINGO3	0.00614	0.00142	0
LINGO4	0	0.00227	0
LINS1	0.08265	0.12185	0.10201
LIPA	1.38167	0.20852	1.60605
LIPC	0.02098	0.00345	0.00072
LIPE	0.0122	0.03117	0.23023
LIPF	5e-05	0.00078	0
LIPG	0.01349	0.02203	0
LIPH	0.00012	0.00191	7e-05
LIPI	2e-04	0.0012	0
LIPJ	0.00018	0.00124	0
LIPN	0.04023	6e-05	0
LIPT1	0.06649	0.11862	0.09915
LIPT2	0.01492	0.03265	0.01399
LITAF	1.1398	0.30655	1.18814
LIX1	0.00103	0.03806	0.01352
LLGL1	0.04924	0.17487	0.68186
LLGL2	0.02825	0.00728	0.04322
LLPH	0.24564	0.3404	0.24532
LMAN1	0.23067	0.30502	0.21928
LMAN1L	1e-05	0.00046	0
LMAN2	0.60369	0.77041	0.39437
LMAN2L	0.06749	0.21888	0.11994
LMBR1	0.03498	0.19667	0.07695
LMBR1L	0.20564	0.2362	0.10948
LMBRD1	0.60122	0.33687	1.10395
LMBRD2	0.05949	0.13474	0.09892
LMCD1	0.00357	0.11827	0.15208
LMCD1-AS1	0.00718	0.04222	0.11048
LMF1	0.08095	0.53295	0.72637
LMF2	0.16802	0.19977	0.22649
LMLN	0.02287	0.05372	0.0478
LMNA	0.32363	0.56936	1.05841
LMNB1	0.02654	0.17957	8e-05
LMNB2	0.03451	0.18322	0.03187
LMO1	0.00561	0.19578	0.0037
LMO2	0.08094	0.08656	0
LMO3	0.00442	0.28539	0.00311
LMO4	0.03352	0.19811	0.06713
LMO7	0.02384	0.02779	0.01826
LMOD1	0.00093	0.01126	0.0019
LMOD2	0.00143	0.003	0
LMOD3	0.02071	0.02382	0.03544
LMTK2	0.02184	0.09441	0.04923
LMTK3	1e-05	0.0025	0.00047
LMX1B	0.01003	0.01434	0.00878
LNP1	0.00374	0.0679	0.03064
LNPEP	0.28034	0.18087	0.25767
LNX1	0.00855	0.16541	0.00672
LNX1-AS1	0	0.00239	0
LNX1-AS2	0.00025	0.00127	0
LNX2	0.03151	0.04873	0.02727
ARHGAP27P2	0.00034	0.00024	0
BORCS5	0.09536	0.14406	0.17594
LOH12CR2	0.09217	0.15756	0.11034
LONP1	0.07419	0.19346	0.12914
LONP2	0.2731	0.39672	0.27045
LONRF1	0.01468	0.06506	0.02723
LONRF2	0.00297	0.08411	0.03632
LONRF3	0.06718	0.02773	0.01276
LOX	0.00826	0.06153	0.00277
LOXHD1	0.00108	0.00066	0
LOXL1	0.00014	0.01239	0
LOXL1-AS1	0.00428	0.01903	0.00159
LOXL2	0.00727	0.07239	0.01003
LOXL3	0.23263	0.2524	0.00392
LOXL4	0.00458	0.12366	0.00068
LPA	7e-05	0.00026	0.00011
LPAL2	0.15098	0.24201	0.17837
LPAR1	0.07372	0.09461	1.22065
LPAR2	0.13611	0.0706	0.00151
LPAR3	5e-05	4e-04	0
LPAR4	0.00014	0.0269	0.00352
LPAR5	0.53599	0.0021	0
LPAR6	1.09208	0.11091	0.00543
LPCAT1	0.11287	0.10569	0.00189
LPCAT2	0.6795	0.04335	0.13638
LPCAT3	0.14412	0.21843	0.16153
LPCAT4	0.01702	0.03015	0.00955
LPGAT1	0.0514	0.08552	0.28012
ADGRL1	0.00389	0.05742	0.0331
ADGRL2	0.00051	0.06721	0.00194
ADGRL3	0.00021	0.26333	0.07493
LPIN1	0.15877	0.20265	0.18385
LPIN2	0.21457	0.12104	0.08298
LPIN3	0.03304	0.04216	0.02005
LPL	0.20814	0.30476	0.02258
LPO	0.00077	0.00038	0
LPP	0.19132	0.27638	0.13993
LPP-AS2	0.01016	0.03278	0.01535
PLPPR1	0.00183	0.50355	0.94549
PLPPR3	0.00147	0.00468	0
PLPPR4	6e-05	0.10939	0.00199
PLPPR5	0.00164	0.05042	0.00016
LPXN	0.62145	0.05799	0.09035
LRAT	0.00544	0.01368	0.00608
LRBA	0.09135	0.06849	0.04079
LRCH1	0.08895	0.03794	0.00085
LRCH2	0.00015	0.03562	0.02797
LRCH3	0.1452	0.3826	0.34089
LRCH4	0.10234	0.06043	0.0292
LRCOL1	9e-04	0.00327	0
LRFN1	0.00288	0.0037	0
LRFN2	0	0.0051	0
LRFN3	0.00446	0.02154	0.01011
LRFN4	0.00376	0.03099	0.00883
LRFN5	1e-05	0.02257	0
LRG1	0.04339	0.02233	0.01398
LRGUK	0.00394	0.03952	0.00107
LRIF1	0.12863	0.23971	0.10373
LRIG1	0.03192	0.15188	0.17675
LRIG2	0.08653	0.15839	0.17483
LRIG3	0.00313	0.03068	0.07333
LRIT2	0.00017	0.00194	0
LRIT3	9e-04	0.00344	0
LRMP	0.28457	0.00658	0
LRP1	0.42898	0.58345	0.03229
LRP10	0.13643	0.11791	0.11001
LRP11	0.00706	0.04018	0.0903
LRP12	0.01777	0.14409	0.03453
LRP1B	0.00101	0.09746	0.03945
LRP2	0.00024	0.00402	0.33971
LRP2BP	0.01437	0.06426	0.01492
LRP3	0.01677	0.0721	0.00041
LRP4	0.00112	0.18574	0.32217
LRP4-AS1	0.00594	0.02985	0.03002
LRP5	0.00217	0.07304	0.01394
LRP5L	0.02518	0.03442	0.02215
LRP6	0.00733	0.24356	0.12598
LRP8	0.01236	0.07242	0.00864
LRPAP1	0.24128	0.25877	0.20385
LRPPRC	0.15718	0.36679	0.32022
LRR1	0.06884	0.13199	0.01659
LRRC1	0.00431	0.05616	0.13862
LRRC10	0.00107	0.00432	0.00099
LRRC10B	0	0.00653	0
LRRC14	0.04464	0.11213	0.08405
LRRC14B	0	0.00057	0
LRRC15	7e-05	0.00053	0.00249
CARMIL1	0.02729	0.12862	0
CARMIL3	0.00128	0.02046	0.00558
LRRC17	0.00574	0.12199	0.00088
LRRC18	0.01945	0.00189	0.00022
LRRC19	0.00777	0.01217	0.01389
LRRC2	0.02031	0.02816	0.01395
LRRC20	0.01104	0.05454	0.00858
LRRC23	0.02234	0.08761	0.08832
LRRC24	0.00232	0.02394	0.00416
LRRC25	0.43694	0.0204	0.01083
LRRC26	1e-04	0.00151	0
LRRC27	0.04912	0.11689	0.06659
LRRC28	0.09664	0.14724	0.16654
LRRC29	0.0264	0.04361	0.05563
LRRC3	0.00601	0.00728	0.00459
LRRC31	0.00011	0.00017	0
LRRC32	0.00136	0.00141	0
LRRC34	0.01315	0.09823	0.0147
LRRC36	0.00371	0.00466	0.00239
LRRC37A	0.04642	0.0576	0.03656
LRRC37A11P	0.00045	0.00104	7e-05
LRRC37A2	0.11872	0.16466	0.11494
LRRC37A3	0.03983	0.102	0.04002
LRRC37A4P	0.11383	0.16743	0.13728
LRRC37A6P	0.06467	0.00551	0.00106
LRRC37B	0.03459	0.07769	0.03945
LRRC37BP1	0.11809	0.2423	0.14361
LRRC38	0.00035	0.00019	0
LRRC39	0.0289	0.02323	0.015
LRRC3B	0	0.01888	0
LRRC3C	0	0.00066	0
LRRC4	0.02907	0.07168	0.00332
LRRC40	0.10181	0.30203	0.14385
LRRC41	0.2358	0.54164	0.39431
LRRC42	0.04707	0.21751	0.0907
LRRC43	0.00195	0.00471	0
LRRC45	0.0116	0.03703	0.01348
LRRC46	0.00698	0.01536	0
LRRC47	0.07728	0.22666	0.16882
DRC3	0.00915	0.04322	0.01846
LRRC49	0.00175	0.19095	0.02924
LRRC4B	0.00028	0.0258	0.01676
LRRC4C	0.00013	0.27069	0.12112
LRRC55	5e-05	0.00567	0
LRRC56	0.00368	0.00945	0.00325
LRRC57	0.19682	0.26983	0.17353
LRRC58	0.13312	0.32742	0.28531
LRRC59	0.15013	0.3003	0.15535
LRRC6	0.01697	0.02191	0.00077
LRRC61	0.01786	0.11588	0.00801
LRRC66	0.00114	0.01597	0.0038
LRRC69	0.0081	0.00803	0.00452
LRRC7	1e-05	0.00598	0.06112
LRRC70	0.00989	0.01036	0
LRRC71	0.00028	0.00112	9e-04
LRRC73	0	0.00653	0
LRRC8A	0.02531	0.18098	0.11908
LRRC8B	0.03287	0.07418	0.13147
LRRC8C	0.2389	0.01896	0.07638
LRRC8D	0.10087	0.12804	0.31574
LRRC8E	0.00117	0.00559	0.00104
LRRC9	0.00011	0.00312	0.00031
LRRCC1	0.0417	0.14291	0.10422
LRRD1	0.00041	0.01502	0.00872
LRRFIP1	0.63846	0.22151	0.03574
LRRFIP2	0.1016	0.20361	0.43805
LRRIQ1	3e-05	0.00456	0.002
LRRIQ3	0.01036	0.0071	0.00551
LRRIQ4	0	0.0021	0
LRRK1	0.075	0.00345	0.00073
LRRK2	0.12856	0.13257	0.00023
LRRN1	0.00071	0.43566	0.01409
LRRN2	0.00257	0.07033	0
LRRN3	0.0078	0.44649	0.01563
LRRN4	0.00041	0.00421	0
LRRN4CL	0.04242	0.06729	0.04541
LRRTM1	0.00027	0.06359	0
LRRTM2	0.02336	0.47733	0.26067
LRRTM3	0.00053	0.13008	0.10195
LRRTM4	0	0.09123	0.01768
LRSAM1	0.1083	0.13982	0.0628
LRTM1	0	0.00524	0
LRTM2	2e-05	0.00094	0
LRTOMT	0.21493	0.32388	0.2685
LRWD1	0.04703	0.31198	0.12552
LSAMP	0.00227	0.42006	0.19418
LSG1	0.14018	0.33147	0.17442
LSM1	0.25031	0.49303	0.29476
LSM10	0.30517	0.40376	0.25747
LSM11	0.00354	0.00679	0.00434
